codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,sector,area,status,modalidad,jornada,plan
01-15-0458-46,01-215,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,2A. CALLE 2-43 ZONA 1,66364010,DORA BEATRIZ BARRIOS CRUZ,EMMA MARINA VARGAS CORONA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-15-0463-46,01-221,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO CARES,3A. CALLE REAL 8-72 ZONA 2 SAN JOSE VILLA NUEVA,66299540,DALLANA ZUHEIDY FLORES CHINCHILLA,ALMA LUCRECIA MARIN RODRIGUEZ DE SARCEÑO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0470-46,01-641,GUATEMALA,VILLA NUEVA,ESCUELA PARA ADULTOS CON FORMACION PARA EL TRABAJO DEBORA,SECTOR I LOTE 173 VILLA LOBOS II ANEXO,24798589,SERGIO ALEJANDRO VILLATORO VILLAGRAN,EUGENIA NINETH COLOMA LÓPEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0475-46,01-221,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO IMB-PC EN LINEA (IMB-PC ONLINE),2A. CALLE 0-20 ZONA 1,66260200,DALLANA ZUHEIDY FLORES CHINCHILLA,ESWIN NOE ROSALES LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
01-15-0479-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO RAFAEL AREVALO MARTINEZ,7A. AVENIDA 7-55 ZONA 3 BÁRCENAS,66269330,JUAN ENRIQUE MARTINEZ SOLANO,OTTO DAVID GUAMUCH TUBAC,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0481-46,01-212,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO JUAN JACOBO ROUSSEAU,4A. AVENIDA 2-57 ZONA 4 COLONIA VENECIA II,66311745,HAROLDO ENRIQUE NAVAS PAZ,ANA PATRICIA MANCILLA DE LA ROCA DE VON QUEDNOW,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0482-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNICO INDUSTRIAL MAYA TIKAL,3A. CALLE 9-50 ZONA 1,53122687,JUAN ENRIQUE MARTINEZ SOLANO,AURA AUZCENA AGUILAR GAITAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0483-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNICO INDUSTRIAL MAYA TIKAL,3A. CALLE 9-50 ZONA 1,53122687,HAROLDO ENRIQUE NAVAS PAZ,OSVALDO ANTONIO PINEDA MELGAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-15-0487-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO TECNOLOGICO CEDROS DEL LIBANO,9A. AVENIDA B 19-24 ZONA 5 COLONIA RESIDENCIALES FUENTES DEL VALLE II,66694228,DORA BEATRIZ BARRIOS CRUZ,ANA ROSARIO SOTO CAMPOS DE FUENTES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0488-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO TECNOLOGICO CEDROS DEL LIBANO,9A. AVENIDA B 19-24 ZONA 5 COLONIA RESIDENCIALES FUENTES DEL VALLE II,66694428,DORA BEATRIZ BARRIOS CRUZ,BRENDA PAOLA GONZALEZ RECINOS DE SALAZAR,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-15-0491-46,01-210,GUATEMALA,VILLA NUEVA,LICEO MIXTO CRISTIANO PIAGET,2A.. AVENIDA 4-60 ZONA 12 COLONIA CIUDAD REAL I,42001544,DINIZ ORALIA MORALES MUÑOZ,SILVIA ELIZABETH FLORES HERNANDEZ DE HERRERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-15-0493-46,01-411,GUATEMALA,VILLA NUEVA,LICEO MIXTO CRISTIANO PIAGET,2A. AVENIDA 4-60 ZONA 12 COLONIA CIUDAD REAL I,42190100,JUAN ENRIQUE MARTINEZ SOLANO,SILVIA ELIZABETH FLORES HERNÁNDEZ DE HERRERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0496-46,01-218,GUATEMALA,VILLA NUEVA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA PLANES DEL FRUTAL,12A. CALLE ENTRE 15 Y 16 AVENIDA COLONIA LOS PLANES DE FRUTAL ZONA 6,51323068,BENIGNO ISAIAS DE LEON OROZCO,HENRY DAVID GARCÍA CORADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-15-0497-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNICO INDUSTRIAL MAYA TIKAL,3A. CALLE 9-50 ZONA 1,66368309,JUAN ENRIQUE MARTINEZ SOLANO,AURA AZUCENA AGUILAR GAITÁN,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0499-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO PRIVADO MIXTO NUESTRA SENORA DE LAS MERCEDES,7A. AVENIDA 5-12 ZONA 5 COLONIA LOS PLANES,51273704,JUAN ENRIQUE MARTINEZ SOLANO,JULIAN ARNOLDO DE PAZ CANIZALEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0501-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO PRIVADO MIXTO NUESTRA SENORA DE LAS MERCEDES,7A. AVENIDA 5-12 ZONA 5 COLONIA LOS PLANES,51273704,DORA BEATRIZ BARRIOS CRUZ,JULIAN ARNOLDO DE PAZ CANIZALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0506-46,01-214,GUATEMALA,VILLA NUEVA,CENTRO ESCOLAR CATOLICO LA ESCUELA DE CRISTO,6ª. CALLE 2-87 ZONA 4 COLONIA VENECIA I,55475334,HECTOR RAUL ESCUN VIDES,LUIS ALBERTO MARTINEZ CONTRERAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0516-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO TECNOLOGICO CEDROS DE LIBANO,9 AVENIDA B 19-24 ZONA 5 FUENTES DEL VALLE 2,66694228,DORA BEATRIZ BARRIOS CRUZ,ANA ROSARIO SOTO CAMPOS DE FUENTES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0519-46,01-219,GUATEMALA,VILLA NUEVA,COLEGIO TECNOLOGICO INTEGRAL DE GUATEMALA,LOTE 29 MANZANA J SECTOR 1 LAS TERRAZAS ZONA 8,24786920,FLOR DE MARIA HERNANDEZ MOLINA,GILDA CARLOTA JUAREZ MELENDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-15-0520-46,01-411,GUATEMALA,VILLA NUEVA,LICEO VALLES DEL SOL,4 CALLE 10-69 ZONA 1,6636790,JUAN ENRIQUE MARTINEZ SOLANO,FRANCISCO ARNOLDO LUCERO SILIEZAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0521-46,01-216,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,3 CALLE 13-80 ZONA 1,66363413,GLADYS IDALMA CHAVARRIA NIJ,MARIA ESTELA MORALES SACU,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0522-46,01-216,GUATEMALA,VILLA NUEVA,CDOLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,3 CALLE 13-80 ZONA 1 VILLA NUEVA,66363413,GLADYS IDALMA CHAVARRIA NIJ,MARIA ESTELA MORALES SACU,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0523-46,01-411,GUATEMALA,VILLA NUEVA,LICEO PIERRE DE FERMAT,4 CALLE 6-40 ZONA 1,66364884,JUAN ENRIQUE MARTINEZ SOLANO,MARIA ALBERTINA SANTIZO MENDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0524-46,01-411,GUATEMALA,VILLA NUEVA,LICEO PIERRE DE FERMAT,4 CALLE 6-40 ZONA 1,66364884,JUAN ENRIQUE MARTINEZ SOLANO,MARIA ALBERTINA SANTIZO MENDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0527-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO TECNOLOGICO INTEGRAL DE GUATEMALA,LOTE 29 MANZANA J SECTOR 1 LAS TERRAZAS ZONA 8,24786920,JUAN ENRIQUE MARTINEZ SOLANO,GILDA CARLOTA JUAREZ MELENDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0530-46,01-640,GUATEMALA,VILLA NUEVA,PROGRAMA MODALIDADES FLEXIBLES PARA LA EDUCACION MEDIA DE LA DIRECCION GENERAL DE EDUCACION EXTRAESCOLAR,10 AVENIDA 10-55 ZONA 2 COLONIA SAN JOSE VILLA NUEVA,57170570,ELISEO DANIEL ALVAREZ NATARENO,ANA ALVARADO PINEDA,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0531-46,01-640,GUATEMALA,VILLA NUEVA,CENTRO DE EDUCACION EXTRAESCOLAR MODALIDAD FLEXIBLE,10A. AVENIDA 10-55 ZONA 2,57170570,ELISEO DANIEL ALVAREZ NATARENO,ANA ALVARADO PINEDA,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0539-46,01-411,GUATEMALA,VILLA NUEVA,LICEO CRISTIANO SENDAS NUEVAS,13A. AVENIDA A 14-46 ZONA 2 COLONIA SAN RAFAEL RAMÍREZ,66293757,JUAN ENRIQUE MARTINEZ SOLANO,ESWIN ROLANDO LÓPEZ CATALÁN,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0542-46,01-212,GUATEMALA,VILLA NUEVA,LICEO CRISTIANO SENDAS NUEVAS,13A. AVENIDA A 14-46 ZONA 2 COLONIA SAN RAFAEL RAMÍREZ,66293757,HAROLDO ENRIQUE NAVAS PAZ,ESWIN ROLANDO LÓPEZ CATALÁN,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
01-15-0544-46,01-640,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO INTELLECTUS PRE-UNIVERSITARIO,BOULEVARD EL FRUTAL 14-00 ZONA 5,66717474,ELISEO DANIEL ALVAREZ NATARENO,EVA JUDITH HERNANDEZ MARQUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA
01-15-0550-46,01-207,GUATEMALA,VILLA NUEVA,LICEO INTERCULTURAL DE GUATEMALA,3A. AVENIDA 25-48 ZONA 12,52442919,LUZ ANTONIA POCON CARRILLO,MARIA VERONICA GONZALEZ FRANCO DE RUIZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-15-0551-46,01-630,GUATEMALA,VILLA NUEVA,LICEO INTERCULTURAL DE GUATEMALA,3A. AVENIDA 24-12 ZONA 12 COLONIA VILLA LOBOS I,52442919,ARGELIA DE JESUS ACOSTA SOZA,MARIA VERONICA GONZALEZ FRANCO DE RUIZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0554-46,01-411,GUATEMALA,VILLA NUEVA,LICEO PIERRE DE FERMAT II,6A. CALLE 6-58 ZONA 1,66313576,JUAN ENRIQUE MARTINEZ SOLANO,CLAUDIA MARIA CHILIN SANDOVAL,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0558-46,01-207,GUATEMALA,VILLA NUEVA,LICEO SAN JUDAS TADEO,CALZADA AGUILAR 49-00 ZONA 11 COLONIA CASTAÑAS,55701246,LUZ ANTONIA POCON CARRILLO,ROSA MARIA CASTAÑEDA GUTIERREZ DE SABAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0559-46,01-206,GUATEMALA,VILLA NUEVA,COLEGIO LA EXCELENCIA,10A. AVENIDA A 18-52 ZONA 5 RESIDENCIALES FUENTES DEL VALLE 2,66404829,INGRID ELIZABETH PEÑA TRUJILLO,CATALINA PERALTA CARRILLO DE SARMIENTO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0561-46,01-216,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO KAIROS,10A. AVENIDA 5-94 ZONA 4 COLONIA LA BARCA PRIMAVERA,56370420,GLADYS IDALMA CHAVARRIA NIJ,ZOILA ROCXANA VILLATORO LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0563-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO VALLE DE YAHVEH,8A. CALLE 1-24 ZONA 3 COLONIA BARCENA,57260630,JUAN ENRIQUE MARTINEZ SOLANO,LUIS ALBERTO MARTINEZ CONTRERAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0573-46,01-212,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO MIXTO LOS ROSALES,5A. CALLE 7-52 ZONA 1,66311112,HAROLDO ENRIQUE NAVAS PAZ,MIRIAM GUADALUPE ANDRADE CABRERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
01-15-0576-46,01-218,GUATEMALA,VILLA NUEVA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA BARCENAS,12A. AVENIDA 2-32 ZONA 3 BÁRCENA,66295395,BENIGNO ISAIAS DE LEON OROZCO,ROSA ADELAIDA TORIBIO PERDOMO DE LOPEZ,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-15-0582-46,01-207,GUATEMALA,VILLA NUEVA,LICEO INTERCULTURAL DE GUATEMALA II,MANZANA C SECTOR 2 LOTE 46 ZONA 12 COLONIA LAS MARGARITAS,44462062,LUZ ANTONIA POCON CARRILLO,ANDY DEL ROSARIO VILLAGRÁN CAYAX,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0584-46,01-630,GUATEMALA,VILLA NUEVA,LICEO INTERCULTURAL DE GUATEMALA II,MANZANA C SECTOR 2 LOTE 46 ZONA 12 COLONIA LAS MARGARITAS,44462062,ARGELIA DE JESUS ACOSTA SOZA,ANDY DEL ROSARIO VILLAGRÁN CAYAX,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0589-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO GALES,LOTE 8 FRACCION 2 ZONA 4 GRANJAS ITALIA,30040480,HAROLDO ENRIQUE NAVAS PAZ,OSCAR ENRIQUE SÁNCHEZ SIGUENZA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0590-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO GALES,LOTE 8 FRACCION 2 ZONA 4 GRANJAS ITALIA,30040480,HAROLDO ENRIQUE NAVAS PAZ,OSCAR ENRIQUE SÁNCHEZ SIGUENZA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-15-0591-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO GALES,LOTE 8 FRACCION 2 ZONA 4 GRANJAS ITALIA,30040480,HAROLDO ENRIQUE NAVAS PAZ,OSCAR ENRIQUE SÁNCHEZ SIGUENZA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
01-15-0593-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO GALES,LOTE 8 FRACCION 2 ZONA 4 GRANJAS ITALIA,30040480,JUAN ENRIQUE MARTINEZ SOLANO,OSCAR ENRIQUE SÁNCHEZ SIGUENZA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0598-46,01-206,GUATEMALA,VILLA NUEVA,COLEGIO MIS PEQUENOS EINSTEIN,3A. AVENIDA 53-36 ZONA 12 COLONIA VILLA LOBOS II,46459110,INGRID ELIZABETH PEÑA TRUJILLO,CLAUDIA FANNI BORRAYO LUCERO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0599-46,01-216,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO CRISTIANO LIGA DE VIDA NUEVA,5A. CALLE 15-20 ZONA 4,66278010,GLADYS IDALMA CHAVARRIA NIJ,HEIDI YESENIA GRAMAJO GONZALEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0601-46,01-213,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO VALLE DE YAHVEH,8A. CALLE 1-24 ZONA 3 COLONIA BÁRCENA,57260630,LILIANA LETICIA DUBON ESPINOZA,LUIS ALBERTO MARTINEZ CONTRERAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-15-0602-46,01-206,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO DIVINA INFANCIA,22A. CALLE 7-37 ZONA 5 RESIDENCIALES FUENTES DEL VALLE II,66759009,INGRID ELIZABETH PEÑA TRUJILLO,ANA CAROLINA MENDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0603-46,01-221,GUATEMALA,VILLA NUEVA,COLEGIO EPISCOPAL CANTERBURY VILLANOVANO,3ERA. CALLE 9-01 ZONA 2 COLONIA SAN JOSE,54835924,DALLANA ZUHEIDY FLORES CHINCHILLA,RONY ERIBERTO CRUZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0608-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO DE ESTUDIOS DE INFORMATICA COMPUTACION Y TECNOLOGIA,9A. AVENIDA A 1-32 ZONA 1,50184683,JUAN ENRIQUE MARTINEZ SOLANO,ESTER NOEMÍ JUAREZ MENDEZ DE CONCOGUA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0611-46,01-215,GUATEMALA,VILLA NUEVA,INSTITUTO MIXTO NOCTURNO EL ANGEL,1A. CALLE 1-63 ZONA 5,54279122,DORA BEATRIZ BARRIOS CRUZ,CINDY JUDITH GARCIA LOAIZA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0612-46,01-215,GUATEMALA,VILLA NUEVA,INSTITUTO MIXTO NOCTURNO EL ANGEL,1A. CALLE 1-63 ZONA 5,54279122,DORA BEATRIZ BARRIOS CRUZ,CINDY JUDITH GARCIA LOAIZA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0614-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO RUBEN DARIO,6A. CALLE A Y 11A. AVENIDA 6-91 ZONA 3 BÁRCENA,51416943,JUAN ENRIQUE MARTINEZ SOLANO,IRIS ADILIA GONZALEZ ARAGÓN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0618-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO ESCOLAR CATOLICO LA ESCUELA DE CRISTO,6A. CALLE 2-87 ZONA 4 COLONIA VENENCIA I,66270903,JUAN ENRIQUE MARTINEZ SOLANO,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-0623-46,01-207,GUATEMALA,VILLA NUEVA,LICEO INTERCULTURAL DE GUATEMALA,3A. AVENIDA 25-48 ZONA 12 VILLA LOBOS I,52442919,LUZ ANTONIA POCON CARRILLO,MARIA VERONICA GONZALEZ FRANCO DE RUIZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0624-46,01-207,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO AMINADAB,MANZANA B SECTOR 2 LOTES 57 Y 58 ZONA 12 LAS MARGARITAS,45738245,LUZ ANTONIA POCON CARRILLO,OLGA KARINA LOPEZ BAUTISTA DE ESPINOZA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0625-46,01-221,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO NUESTRA SENORA DE AMERICA,8A. 6-55 ZONA 3 COLONIA BÁRCENA,58138073,DALLANA ZUHEIDY FLORES CHINCHILLA,KARLA FAVIOLA PEREZ ANZUETO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-0626-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO MIXTO NOCTURNO EL ANGEL,1A. CALLE 1-63 ZONA 5,54279155,JUAN ENRIQUE MARTINEZ SOLANO,CINDY JUDITH GARCIA LOAIZA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,MIXTO
01-15-0627-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO NUESTRA SENORA DE AMERICA,8A. AVENIDA 6-55 ZONA 3 COLONIA BARCENA,66294547,JUAN ENRIQUE MARTINEZ SOLANO,KARLA FAVIOLA PEREZ ANZUETO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-15-2071-46,01-214,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO GUATEMALA DE LA ASUNCION,3AV. 5-34 ZONA 1,42346456,HECTOR RAUL ESCUN VIDES,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-15-2072-46,01-214,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO NUESTRA PATRIA,3A. CALLE 3-78 ZONA 1,66310056,HECTOR RAUL ESCUN VIDES,JOSE MARIO ORTÍZ DÁVILA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-2073-46,01-214,GUATEMALA,VILLA NUEVA,LICEO JAVIER,CALZADA AGUILAR BATRES 38-51 ZONA 12,23245999,HECTOR RAUL ESCUN VIDES,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-2074-46,01-214,GUATEMALA,VILLA NUEVA,COLEGIO MONTE MARIA,CALZADA AGUILAR BATRES 39-75 ZONA 12,24161216,HECTOR RAUL ESCUN VIDES,ALEJANDRA JEREZ ORDOÑEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-2075-46,01-102,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO CATOLICO,7A CALLE 3-40 ZONA 1,,ZIZI ARELY LOPEZ CHINCHILLA,,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-2076-46,01-214,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO GUATEMALA DE LA ASUNCION,3AV. 5-34 ZONA 1,42346456,HECTOR RAUL ESCUN VIDES,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-2077-46,01-215,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE,2A CALLE 2-43 ZONA 1,66364010,DORA BEATRIZ BARRIOS CRUZ,IRIS EUNICE ROSALES CHAVEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-15-2080-46,01-101,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO VILLA NUEVA,5A AVE. 4-58 ZONA 1,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-15-2400-46,01-219,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO 'NUESTRA PATRIA',ANEXO I CASA No.14 COLONIA CIUDAD REAL II,,FLOR DE MARIA HERNANDEZ MOLINA,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-2404-46,,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO,4A AVE. 6-29 ZONA 1,,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR)
01-15-2406-46,,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO,4A AVE. 6-29 ZONA 1,,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
01-15-2412-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 17 DE ABRIL,3A CALLE 5-43 ZONA 4 COLONIA VENECIA II,,JUAN ENRIQUE MARTINEZ SOLANO,,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR)
01-15-2722-46,,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'COLEGIO CENTRO EDUCATIVO MODERNO',4A AVENIDA 6-29 ZONA 1,,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-15-2723-46,,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'COLEGIO CENTRO EDUCACIONAL MODERNO',4A AVENIDA 6-29 ZONA 1,,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
